T	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25
250.402848307292	28.0784464518229	13.9390238444010	87.6339436848958	20.0777689615885	63.0026733398437	70.0181884765625	59.5551432291667	8.80629475911458	94.8240641276042	1.50430590311686	473.995963541667	165.433089192708	163.806526692708	161.395735677083	140.468115234375	129.394759114583	173.246484375000	29.1299804687500	7.02796274820964	124.702001953125	122.926342773437	51.7155436197917	90.4672119140625	129.585375976562	8.80555725097656
440.082519531250	27.9565673828125	12.7523630777995	87.0508300781250	19.9587849934896	63.0089436848958	70.0071940104167	59.0905476888021	8.83917134602864	94.3845947265625	1.50106328328451	470.098372395833	165.334781901042	163.709944661458	161.314827473958	139.511995442708	129.207910156250	173.192952473958	28.8799804687500	6.98564046223958	124.687361653646	122.890942382812	51.9112589518229	90.3614176432292	129.602880859375	8.84712931315104
292.664355468750	25.4313537597656	23.0353210449219	88.3288085937500	21.9837402343750	74.9957519531250	73.9755940755208	62.8899007161458	9.71684875488281	105.476546223958	2.00513585408529	498.910970052083	168.047428385417	166.498518880208	164.132486979167	147.307275390625	132.603426106771	177.262093098958	28.7343607584635	6.54550933837891	127.947347005208	126.616414388021	62.0802164713542	87.2438395182292	127.784472656250	9.72239176432292
435.773803710938	23.0341300964355	46.5804023742676	79.3898468017578	18.6740150451660	80.3142089843750	69.4903411865234	56.3554840087891	8.22908401489258	101.016265869141	4.64599370956421	447.471679687500	167.472656250000	166.355224609375	164.114273071289	141.167465209961	131.965545654297	134.713302612305	18.0197715759277	3.78746867179871	129.219696044922	128.121093750000	85.4466171264648	95.5293121337891	125.761718750000	8.22908401489258
334.823144531250	28.0049377441406	36.3381347656250	104.717268880208	27.9942830403646	75.0026611328125	97.9831949869792	76.7109700520833	20.0574625651042	124.320711263021	3.24661839803060	608.434830729167	172.056412760417	170.176643880208	163.920817057292	138.046321614583	133.571248372396	180.487451171875	29.9935913085938	10.2744160970052	129.007698567708	127.145369466146	54.6825764973958	89.4088948567708	128.906575520833	20.0555826822917
430.033789062500	28.0274047851562	31.8430643717448	102.276961263021	28.8187784830729	78.1752034505208	90.9576985677083	74.2493977864583	12.2798807779948	126.366463216146	1.98948491414388	588.724283854167	172.258935546875	169.901253255208	160.312906901042	137.656949869792	133.607470703125	179.117431640625	29.9935913085938	9.64794921875000	127.805346679687	125.928776041667	53.3846028645833	87.7870361328125	121.712036132812	12.2884501139323
338.679654947917	26.5029968261719	27.6707763671875	93.8153889973958	21.2900166829427	62.9990437825521	76.9550862630208	67.3145751953125	8.46661936442057	99.5996988932292	1.50383033752441	535.672135416667	166.522737630208	164.767431640625	160.772086588542	136.736149088542	129.388956705729	173.676057942708	29.9935913085938	7.82263488769531	125.251708984375	123.259993489583	54.5531860351562	92.0235595703125	128.432438151042	8.44686279296875
323.202213541667	23.8690022786458	27.2529785156250	93.6753092447917	24.5409912109375	80.0029052734375	80.9798014322917	69.8063069661458	9.92188924153646	110.553808593750	2.00539525349935	553.121549479167	169.889957682292	168.363330078125	163.458577473958	138.293929036458	132.666316731771	134.994173177083	24.7370015462240	5.16276092529297	129.499625651042	128.073486328125	173.586425781250	89.9988769531250	124.537036132812	9.92188924153646
280.366927083333	24.9808166503906	21.6955078125000	85.6634521484375	20.4863708496094	74.9998046875000	75.6624511718750	60.6814290364583	13.1284444173177	103.608813476562	2.49057439168294	481.343131510417	168.162744140625	166.573828125000	164.055045572917	146.234944661458	132.470825195312	177.409960937500	27.4736511230469	5.99341430664062	127.892822265625	126.559041341146	52.1745157877604	87.4045572916667	128.214648437500	13.1413106282552
423.499772135417	23.9857401529948	21.4398111979167	100.047949218750	26.7064758300781	75.0005940755208	90.9142008463542	76.0622477213542	12.7482401529948	118.223111979167	2.99784622192383	602.813606770833	170.678971354167	168.899235026042	164.159765625000	139.047314453125	132.835253906250	183.480354817708	29.9935913085938	7.00964813232422	128.779842122396	127.089624023437	110.001521809896	86.9110026041667	128.501228841146	12.7482401529948
292.812369791667	27.3393452962240	26.6459147135417	97.2250081380208	22.7576639811198	57.0065633138021	80.0093587239583	69.8831136067708	8.98740844726562	99.1114013671875	1.50655403137207	555.782617187500	166.330192057292	164.261018880208	158.186344401042	132.795361328125	128.343489583333	172.595898437500	29.9935913085938	8.24223124186198	123.965535481771	121.378133138021	50.8415486653646	90.6136881510417	126.837410481771	8.99043375651042
419.607649739583	27.6149251302083	32.7323750813802	104.056583658854	27.3441752115885	74.9867757161458	91.0127197265625	76.4446940104167	13.2549428304036	117.145808919271	1.99147364298503	605.738346354167	170.866422526042	169.052604166667	164.014436848958	138.203955078125	132.926839192708	178.294531250000	29.9935913085938	7.69503529866536	128.777400716146	126.940299479167	52.3140787760417	92.4068440755208	129.456429036458	13.2430175781250
433.270768229167	25.4813781738281	64.5244710286458	101	24.4412333170573	80.0055419921875	90.9964680989583	75.5208984375000	11.4249094645182	116.191593424479	3.99475046793620	597.489518229167	171.007682291667	169.365234375000	163.726741536458	138.700488281250	133.432836914062	136.727408854167	28.4766113281250	5.30191396077474	130.086360677083	128.423819986979	89.1195963541667	94.5234863281250	131.639070638021	11.4254943847656
