f	x	y
-270	10	10
-210	10	7
-168	7	10
-155.970674111730	7.30000000000000	8.53292288436510
-150	10	4
-135.359921568353	7.90000000000000	6.11708364356662
-126	7	7
-107.647692119075	8.50000000000000	3.58221718347502
-105.313264259834	5.32000000000000	8.73786318231527
-102.161917947009	5.74029325888270	7.52852050650336
-94.9589234227050	6.54640078431647	5.47955776849415
-90	10	1
-87.7253401132004	5.74000000000000	6.27158014923348
-84	4	10
-84	7	4
-81.2628752340855	7.42352307880925	3.26157466305521
-72.2256101440778	9.10000000000000	0.918440117806474
-72.1699930803736	4.26686735740166	7.82358959332352
-72.1602728545385	4.71867407941261	6.78690760869725
-70.4241021975396	5.59681155008942	4.99304262975412
-64.7694369340638	6.16000000000000	3.67725949140128
-64.6447579822891	4.86274659886800	5.71556548998779
-63.6212233911177	6.61089432646839	3.00639978585362
-60	4	7
-59.3128316236364	8.37774389855922	0.851032847394635
-57.1035028215448	3.16000000000000	8.95536437049759
-54.3436798284771	4.89257052811403	4.60740880291695
-53.6474657362066	3.99707135086722	6.21231097039459
-52.4451753286415	3.54516742659792	7.12412975856236
-51.5054310717714	5.51230563065936	3.41570634150833
-51.2045096130209	5.97468209255722	2.79778315110818
-49.6125253816723	7.78461558232286	0.794267374755011
-49.6078803380623	4.21629901904511	5.27472076533018
-45.1217268118416	3.40000000000000	6.43554806056495
-43.2099388279829	4.34913372982926	4.29308204084566
-42.1270803721406	7.28849032850614	0.745727825583843
-42.1163588730930	5.46263699642701	2.62362911231237
-42	7	1
-41.9518186896791	4.99725131994165	3.19886372006790
-41.4028877846733	3.46059669350516	5.75174629057516
-41.1410060926049	2.58896497178455	8.15097188312661
-39.7460492133239	3.02071567331150	6.56855483037982
-39.2512908771658	3.72022021566448	4.91528873978073
-36.2218517406150	6.86721952478473	0.703691376000355
-36	4	4
-35.9796335586618	6.58000000000000	0.944014708105001
-35.2553063689735	5.04147340769608	2.47579134637974
-35.1735670503291	3.91703434154943	4.03130395195967
-35.1051082700694	2.94878273188158	5.97808317389573
-34.8336827890022	4.57773313304486	3.01582035783666
-32.8807912323238	3.04656781565842	5.37308230193093
-31.8109774053896	3.32770730689282	4.61586019631106
-31.4763157536930	6.50500100737858	0.666893107317814
-31.1658976189720	6.22020366441338	0.895113374594036
-31.0935970708549	2.62325518117827	6.11490164948443
-30.9120709681997	2.17755491085850	7.50910807068421
-29.9436172474567	4.68892034400634	2.34855816170903
-29.8344921255575	3.64000000000000	3.77814452274141
-29.3835199486052	4.22939630515483	2.85902691697828
-29.1796138118276	3.56529867104614	3.80952028392506
-28.0429960889764	2.59773164918089	5.59872712882699
-27.6022753261683	6.19023784984165	0.634381459048622
-27.2533151962203	5.90854468822366	0.851990588158020
-26.7123328047159	2.71775990333519	5.05552267307033
-26.2852579210817	3.00959753283893	4.36210704644633
-25.7446325178205	4.38948417153177	2.23779298120037
-25.1195792901872	3.34165507874443	3.58772603636450
-25.1156093871102	3.93556110566878	2.72307441203119
-24.9390670393459	2.31231921046972	5.73649269952195
-24.5887359818215	3.27350253292786	3.61897150058538
-24.3965305420632	5.91421509657997	0.605425699458399
-24.0280531409758	5.63601153626146	0.813648238109505
-23.9810469931943	1.86843420117651	6.98320101830886
-22.8812339612418	2.31730168829112	5.27839168183545
-22.3662062286675	4.13203784635357	2.14041880323528
-22.1059596721852	2.45063657528803	4.78493017087885
-22.0695692630374	2.74674495362811	4.14403169350876
-21.7122885287308	5.67024979115934	0.579454649274170
-21.7098221324936	3.68440501179768	2.60397497227979
-21.4328034033934	3.09045928584255	3.42234611540977
-21.3366040335574	5.39573100485170	0.779309046710498
-20.9943655263634	3.02761517310965	3.45333805877503
-20.4102169127201	2.06292854007626	5.41543924993683
-19.6066224591361	3.90837578406689	2.05409477350060
-19.4412520910398	5.45312690587203	0.556014912341453
-19.0799002844717	1.62862373124456	6.54336413357590
-19.0663403017774	5.18236496451613	0.748358000931118
-18.9974461242694	2.08848934867871	5.00388628363948
-18.9479356236435	3.46730679047274	2.49871739982963
-18.7809008083811	2.52604926099774	3.95442084816986
-18.5773039226047	2.22957697856618	4.55131658383075
-18.4954505709873	2.87613125180862	3.27726930697761
-18.1275994798912	2.81767151784601	3.30793371989632
-18	1	10
-17.5020414012164	5.25871438496163	0.534741684163553
-17.3228269949956	3.71230955947553	1.97700557737466
-17.1330414812587	4.99170156149835	0.720301644448684
-16.9846618597919	1.85882637094906	5.13923887510498
-16.6768983338626	3.27782743423631	2.40498138847457
-16.1668040381989	2.33824025291393	3.78792497787989
-16.1174388921942	2.69117674609875	3.14890816374606
-16.0045765374349	1.89851488743601	4.76576784877507
-15.8325028460755	5.08369397094946	0.515337901789296
-15.8161949185248	2.04380393934013	4.34740139502334
-15.8046648952146	2.63639552304710	3.17920243071844
-15.4949322662569	1.43782472839985	6.16941208181973
-15.4726655664145	4.82037114668577	0.694739140499192
-15.4110042111885	3.53908128952558	1.90771991390249
-14.7867161446242	3.11105845089768	2.32094752322130
-14.3844763053851	4.92536894248871	0.497559063133079
-14.3338589780284	1.68897975235114	4.89885849969307
-14.1654407800388	2.53000235717680	3.03449043845614
-14.0553035789911	2.17657221253194	3.64048422767142
-14.0357846409404	4.66564449102162	0.671341291590040
-13.8964328823805	2.47834887409495	3.06439228990398
-13.7942887004483	3.38497124741369	1.84509279161764
-13.6515462161003	1.73846912206166	4.55707797534337
-13.6164466303506	1.88564199015488	4.16773888358548
-13.2776067495694	0.820000000000000	9.18610167656674
-13.1966491799460	2.96319128945144	2.24516730961414
-13.1201587852829	4.78152417943486	0.481201984176853
-12.7994899621843	1.28287540573728	5.84715663175746
-12.7837391126872	4.52528664461222	0.649835059357017
-12.5436551940821	2.38834794937642	2.93183686208228
-12.4147574601846	3.24702836040921	1.78819647984950
-12.3259216836709	2.03601917674203	3.50895642071012
-12.3099800496671	2.33938454527115	2.96133734465214
-12.2427500792074	1.54564116257085	4.68759092161610
-12.0095291537099	4.65032259158203	0.466096344641229
-12	1	7
-12	4	1
-11.8463227482703	2.83122479765198	2.17647205135522
-11.8366318976600	1.74947752385137	4.00816605859533
-11.7696847722469	1.60195365990066	4.37256413033462
-11.6859275470770	4.39744925348535	0.629991962518124
-11.2280748571841	3.12288078580736	1.73627069940132
-11.1817886270084	2.26291139743560	2.83920856142070
-11.0284930921755	4.53022730004493	0.452098242641963
-10.9770360092050	2.21628474477448	2.86830746897147
-10.9506778767656	3.88000000000000	0.971169829480109
-10.8922042268732	1.91275995990532	3.39086809486911
-10.7259281303100	1.15488050611543	5.56629910937548
-10.7178631596090	4.28058997801458	0.611619258170878
-10.6898450953829	2.71276157016928	2.11390757584858
-10.5657884226447	1.42321366177878	4.50034054089147
-10.3771173466764	1.63111120487477	3.86544067656038
-10.2422863260806	1.48425681217819	4.20817960059935
-10.1998289438425	3.01060003723552	1.68868603361262
-10.1575261694458	4.41994236912317	0.439085219477098
-10.1131594985948	0.687223932504306	8.51436774040736
-10.0277185363519	3.77049322123234	0.944515564778281
-10.0273072870705	2.15109351116551	2.75519973103500
-9.85975797566428	4.17341134641849	0.594553152873846
-9.84652137261347	2.10651438468243	2.78390258311835
-9.76714554803690	0.880000000000000	6.60951451593006
-9.69182065422233	2.60586311921545	2.05668658049249
-9.69080236894301	1.80383791763658	3.28424321633990
-9.38066734207825	4.31836710742872	0.426952375528556
-9.30297355145545	2.90860174779710	1.64491661239040
-9.21151533958205	3.67021603586882	0.919792953773847
-9.20164549737697	1.31755577755233	4.33315985463807
-9.16607626845147	1.52734003140801	3.73699652873323
-9.09958317121732	1.04762122481233	5.31916323906738
-9.09547655537368	4.07481376666184	0.578653515525644
-9.04030665999275	2.05082043829481	2.67866052522003
-8.98653154227073	1.38183394891739	4.06075141497092
-8.87959795864975	2.00804917095629	2.70697654115786
-8.82459004638834	2.50894491267323	2.00415325158815
-8.68476282275978	4.22456043400793	0.415609306465384
-8.67443825081469	1.70692989394715	3.18748248196730
-8.51600966825880	2.81557201228254	1.60451942080375
-8.48613729329309	3.57810088247300	0.896793330645623
-8.41175268505868	3.98385900110811	0.563799716107351
-8.19003292352246	1.96041737169488	2.60864061781940
-8.15067636078637	1.43567926872350	3.62077360549975
-8.07804077849639	1.22553932257856	4.18293886053114
-8.07605120934651	0.782328544519631	6.27038279509499
-8.06628278995020	2.42069901220934	1.95575659574155
-8.05889137405030	4.13771280578034	0.404977663455872
-8.04630755570572	1.91925319136980	2.63658134391555
-7.94234539547459	1.29196863349468	3.92775338460503
-7.90385052512815	0.586092337518357	7.94979111059750
-7.83852942234758	3.49323950954007	0.875337299840801
-7.82167109007163	2.73041191559995	1.56711841885968
-7.80725022059479	1.62018551143901	3.09927646943194
-7.80264064234651	0.956625393100161	5.09989842905066
-7.79759590883543	3.89974147425752	0.549887318669033
-7.49392278514494	4.05712389203983	0.394989193230253
-7.45247430031173	1.87851704245965	2.54434719856544
-7.39941978517961	2.34003618430984	1.91103006316708
-7.32324137969942	1.83879011581274	2.57192557100145
-7.29136244704765	1.35417250511563	3.51509750523641
-7.25790954310880	3.41485421531660	0.855269728791557
-7.24383693693252	3.82176551516916	0.536825429662992
-7.20596032072235	2.65219520469924	1.53239220789410
-7.14231247000374	1.14475891479360	4.04719112541518
-7.06530597649868	1.21254517953993	3.80714708964331
-7.06163920717593	1.54211300923306	3.01854197645974
-6.98217529157496	3.98218466418838	0.385584150838074
-6.80989477870520	2.26604198645804	1.86957578551590
-6.80866163199399	1.80399229945654	2.48511324481991
-6.76828731124453	0.701568032426166	5.97290164106979
-6.75336765581751	0.878598986676695	4.90395992206466
-6.74277589458246	3.74932714579984	0.524534554174163
-6.73530804678293	3.34227511988551	0.836455741803999
-6.69189377470020	1.76555770201575	2.51234294735081
-6.65743177008610	2.58013560149201	1.50006434700551
-6.55805058835092	1.28125888064516	3.41859207510166
-6.51714731595205	3.91236291127263	0.376710004556996
-6.41608691922917	1.47149661716130	2.94437458276741
-6.35537315265248	1.07333579009356	3.92390288406536
-6.32200371262440	1.14189211977495	3.69726803106816
-6.30947960218602	0.507053832267076	7.46817894690656
-6.28790758801157	3.68189938685401	0.512944849490453
-6.28622155921577	2.19794303867099	1.83105224575188
-6.26321312662578	3.27492203941768	0.818777487840405
-6.24344890060097	1.73590568313660	2.43037323145881
-6.16665219185866	2.51356128379115	1.46989567421907
-6.13747958296266	1.69863876426874	2.45726825499777
-6.09330560878366	3.84719143811311	0.368320371785568
-6	1	4
-5.92753634911016	1.21567837476165	3.33011499201813
